avg_vote,metascore,tomatometer_score,audience_score,usa_gross_income,worldwide_gross_income
7.9,81.0,98%,88%, 26238243,44703995
5.6,37.0,13%,28%, 137885,146149
7.0,62.0,72%,68%, 14482031,29253166
6.4,47.0,36%,64%, 39440655,89519773
6.5,83.0,92%,62%, 42100625,90842646
6.7,55.0,49%,47%, 7460204,9975737
5.7,35.0,36%,54%, 9365,9365
3.3,,50%,42%, 10024,10024
6.5,28.0,40%,82%, 33456317,33473297
6.1,51.0,39%,49%, 31715062,108979549
6.4,66.0,79%,44%, 33316821,41771168
8.1,63.0,68%,76%, 128012934,294804195
5.6,,57%,62%, 408159,408159
5.2,47.0,45%,34%, 16204793,31556061
4.8,38.0,18%,19%, 20998,1577272
5.8,20.0,13%,52%, 56746769,113864059
5.5,39.0,26%,45%, 116601172,219851172
6.7,63.0,84%,65%, 111551,111551
5.2,,33%,22%, 2618,47527
4.9,43.0,30%,19%, 101740,386078
6.2,45.0,28%,62%, 57744720,80205382
6.1,69.0,65%,37%, 40572825,78146652
7.0,66.0,77%,70%, 94125426,129540499
6.0,55.0,71%,50%, 572212,724885
7.9,81.0,90%,82%, 115646235,210819611
6.4,31.0,18%,71%, 34017028,49562710
7.2,77.0,84%,70%, 15541549,60222298
5.3,35.0,8%,27%, 6380019,6414729
6.9,74.0,87%,70%, 35291068,81491068
6.4,28.0,14%,60%, 88915214,321682600
5.9,51.0,52%,33%, 303064,608027
6.3,44.0,65%,56%, 11495,11495
5.2,30.0,29%,35%, 66477700,186167139
6.2,54.0,56%,52%, 113568,6812530
4.1,,33%,46%, 138788,585362
7.1,57.0,73%,75%, 127564,236600
6.4,58.0,61%,49%, 70066,1034214
5.8,40.0,16%,26%, 5073,5073
5.0,7.0,5%,29%, 4543320,4591629
5.6,40.0,21%,48%, 27865571,43165571
7.0,70.0,68%,59%, 97104620,214104620
7.1,80.0,85%,67%, 865695,1192995
6.9,84.0,92%,71%, 77556,81864
3.5,40.0,18%,30%, 25662155,31439140
7.0,70.0,83%,74%, 71440011,91636986
6.2,61.0,66%,67%, 176591618,359126022
6.9,85.0,92%,68%, 619162,5698001
7.6,73.0,89%,86%, 75590286,102392080
5.6,38.0,30%,45%, 12234694,17280326
6.2,28.0,19%,44%, 113682,118492
6.0,38.0,22%,40%, 33047633,96047633
7.8,66.0,74%,85%, 258366855,958366855
5.1,34.0,16%,48%, 21569509,22456509
7.0,49.0,53%,54%, 1978592,4366460
6.9,68.0,84%,74%, 13043363,16633035
7.1,71.0,76%,74%, 104979,2260712
6.7,69.0,67%,55%, 4441272,4882577
6.4,73.0,85%,63%, 101215,101215
7.4,66.0,82%,79%, 6671036,7875862
7.3,85.0,94%,80%, 12574914,26096852
6.3,56.0,58%,42%, 25534493,29506464
6.7,73.0,85%,61%, 1190003,2336172
7.0,58.0,67%,74%, 9451946,14899417
7.1,45.0,50%,61%, 5306706,35097815
6.5,42.0,38%,54%, 24077427,52840139
5.2,35.0,15%,43%, 63075011,115664037
6.2,63.0,51%,39%, 2715657,9366227
5.4,51.0,57%,52%, 51545952,100734718
6.3,68.0,83%,57%, 107918810,193355800
7.2,76.0,90%,79%, 72082998,110216998
7.9,67.0,90%,89%, 5010163,9760104
6.3,51.0,46%,34%, 3248246,34423925
6.2,,63%,56%, 702166,11386430
5.9,35.0,72%,55%, 32917,4395707
5.3,30.0,30%,30%, 6783,6783
6.2,41.0,18%,45%, 883887,883887
5.6,25.0,17%,41%, 32680633,43042835
6.5,,87%,68%, 1243910,17779520
5.9,35.0,18%,39%, 35161554,68282844
6.3,34.0,26%,54%, 38122883,61601280
7.2,55.0,53%,65%, 619423,39041505
6.7,28.0,30%,49%, 10330853,20645327
8.0,50.0,85%,83%, 4018771,42345360
7.3,63.0,84%,82%, 58009200,75009200
5.8,49.0,40%,47%, 166112167,788550900
7.4,65.0,83%,85%, 242578,296557
4.1,20.0,13%,47%, 7013191,7013191
4.9,,88%,52%, 365401,7631012
7.2,75.0,88%,69%, 123477607,245724603
7.4,83.0,90%,79%, 83823381,166842739
6.7,61.0,55%,58%, 113203870,276144750
7.0,77.0,85%,75%, 9176933,9695282
6.2,51.0,40%,34%, 1042959,1104907
6.2,62.0,63%,51%, 28835528,53909751
6.2,56.0,53%,49%, 64003625,75700498
6.6,39.0,38%,46%, 4115,55089
7.4,34.0,26%,75%, 73357727,126690726
5.8,54.0,51%,37%, 24007324,26973554
6.0,62.0,72%,53%, 1685269,2986748
5.0,25.0,19%,46%, 68261644,73830340
6.3,60.0,69%,48%, 51855045,71585235
7.1,75.0,95%,80%, 88631237,165184237
6.6,48.0,46%,59%, 63914167,134409025
8.1,72.0,81%,90%, 148095302,269958228
6.2,57.0,54%,53%, 50577412,135503748
6.8,63.0,54%,52%, 11330849,15435261
6.6,49.0,52%,61%, 109383,109383
6.7,43.0,44%,46%, 27163593,45719985
7.6,87.0,94%,86%, 75605492,110206216
6.4,37.0,30%,51%, 89302115,260502115
7.5,72.0,89%,86%, 232641920,677718395
6.7,49.0,50%,55%, 25135965,137328301
6.4,56.0,47%,38%, 32746941,105197635
6.6,78.0,86%,57%, 8580410,19263938
5.3,34.0,18%,46%, 37490007,77477008
7.3,58.0,66%,74%, 37400127,53676628
6.3,,50%,61%, 54058,54058
5.2,36.0,16%,41%, 25107267,50507267
7.3,84.0,86%,67%, 44936545,105697415
1.9,15.0,1%,21%, 14190901,34816824
6.2,52.0,38%,30%, 16075,4644108
7.0,81.0,89%,71%, 26004851,46089287
6.2,38.0,28%,39%, 411746,12355798
6.1,57.0,39%,49%, 191452396,559852396
6.5,33.0,23%,47%, 25918920,32607316
7.4,59.0,69%,74%, 79249455,161849455
6.9,53.0,51%,63%, 55675313,140073390
6.3,52.0,44%,51%, 40563557,169801921
5.9,34.0,18%,41%, 25486040,47719794
5.1,52.0,71%,31%, 8297,8297
6.0,58.0,78%,47%, 3697,20435
4.6,34.0,20%,16%, 93388,726936
5.8,37.0,22%,48%, 60128566,300228084
6.0,49.0,41%,25%, 102541,204940
5.2,30.0,14%,41%, 80360843,169852759
6.1,61.0,62%,38%, 10823158,10848783
6.4,65.0,72%,62%, 60974475,91261479
6.6,45.0,53%,53%, 114766,833492
7.5,81.0,92%,85%, 449865,4091378
6.6,55.0,56%,49%, 43313890,81124129
6.6,54.0,84%,68%, 3865,32118
7.4,83.0,94%,82%, 2388804,7787487
7.3,62.0,70%,56%, 7649973,16540848
7.0,57.0,73%,71%, 312433331,623933331
7.1,79.0,88%,76%, 12134935,24145613
6.3,61.0,74%,52%, 127352707,173649931
6.0,65.0,71%,42%, 610792,636399
6.5,57.0,58%,60%, 112735375,219103655
4.5,41.0,20%,49%, 219614612,443140005
6.5,51.0,40%,52%, 100539043,211780824
6.4,63.0,63%,56%, 50287556,64616723
5.5,31.0,20%,51%, 36931089,57719093
7.3,81.0,91%,79%, 374675,2357852
5.1,24.0,25%,31%, 11965282,27206120
7.2,69.0,84%,82%, 138447667,201585328
5.7,57.0,51%,33%, 229653,1829020
6.0,30.0,39%,55%, 27693292,68233629
6.2,54.0,50%,39%, 32428195,68968688
5.4,31.0,15%,51%, 44806783,50950296
6.2,52.0,48%,49%, 58607007,242688965
6.7,68.0,93%,66%, 6853,251018
6.2,67.0,72%,54%, 568662,887172
6.8,41.0,33%,56%, 108589,3453043
6.2,49.0,28%,40%, 19701164,34737199
6.8,65.0,68%,60%, 550472,1655149
7.2,76.0,87%,77%, 350524,2234457
5.5,31.0,28%,34%, 21596445,24856478
4.7,22.0,13%,53%, 3496,3496
7.5,68.0,75%,78%, 1738692,6038942
6.4,72.0,73%,63%, 168226,172935
6.0,37.0,20%,42%, 67631157,278346189
5.4,40.0,20%,28%, 21067116,26250020
6.4,45.0,29%,53%, 12068313,15134293
7.3,76.0,73%,74%, 276901,17872796
7.2,61.0,67%,70%, 6783129,9710055
6.6,67.0,83%,71%, 101470202,126041322
6.2,56.0,60%,57%, 77389,77389
5.8,47.0,35%,30%, 100688,100688
5.8,31.0,28%,48%, 139034,221590
5.4,36.0,16%,23%, 176391,5075622
6.7,40.0,27%,50%, 189621,303431
7.6,66.0,76%,81%, 48071303,96188903
5.3,35.0,23%,23%, 28468,89182
6.8,60.0,40%,56%, 754301,754301
4.6,,7%,17%, 1780,1780
6.2,48.0,44%,51%, 106580051,337580051
6.0,46.0,45%,48%, 83504017,226904017
8.3,80.0,93%,92%, 2071334,3548768
7.0,72.0,92%,74%, 42073277,94348403
7.0,49.0,41%,62%, 44947622,80509622
4.7,44.0,28%,61%, 297816253,711020081
4.5,27.0,16%,43%, 95347692,288347692
6.1,52.0,60%,55%, 38180928,97231420
7.2,83.0,90%,76%, 39464306,47405566
4.8,23.0,4%,27%, 37300000,40492652
7.1,52.0,54%,64%, 1361512,5728213
6.9,19.0,36%,82%, 3777210,3824868
5.6,56.0,67%,58%, 24046682,36993168
5.5,49.0,40%,35%, 52604,156190
6.7,55.0,64%,66%, 75612460,131940411
4.3,16.0,0%,49%, 252676,487420
5.4,27.0,12%,40%, 24307086,66166000
5.3,43.0,30%,28%, 277943,346594
7.4,84.0,93%,82%, 66486205,176506819
5.7,32.0,23%,28%, 102645,111731
6.8,60.0,78%,72%, 216391482,746921274
7.2,72.0,91%,77%, 24565,241072
6.3,56.0,66%,55%, 98711404,152263880
5.6,42.0,33%,62%, 19908,27183
6.0,47.0,50%,64%, 78948,78948
7.1,72.0,85%,77%, 58401464,74952305
5.6,47.0,44%,36%, 100292856,216197492
7.7,95.0,96%,86%, 96962694,224920315
7.1,49.0,69%,72%, 3680306,6913518
6.9,82.0,83%,68%, 531685,5277124
6.5,55.0,63%,47%, 1475746,7034834
4.3,30.0,13%,38%, 43585753,112483764
6.5,57.0,63%,63%, 54239856,97542952
5.2,60.0,74%,50%, 128350574,229147509
7.2,55.0,63%,75%, 1818681,10329747
5.8,51.0,48%,33%, 33042,33042
5.2,42.0,45%,37%, 44898413,346118277
6.3,69.0,76%,54%, 25572,25572
6.3,69.0,79%,50%, 4360548,5245746
5.9,33.0,21%,66%, 62950384,89041656
5.6,48.0,50%,54%, 40557,40557
6.0,26.0,5%,42%, 25517,25517
5.7,36.0,17%,39%, 35353000,68267862
6.6,45.0,33%,54%, 241071802,1045713802
6.3,24.0,23%,58%, 10273188,10629321
5.7,48.0,34%,24%, 46029,46029
7.2,67.0,81%,74%, 165249063,665692281
4.6,35.0,13%,34%, 100246011,201584141
6.8,57.0,74%,58%, 44462,44462
5.0,38.0,14%,48%, 20255281,21409028
5.4,49.0,37%,40%, 21392758,38992758
7.6,72.0,93%,88%, 35014192,39187783
6.7,59.0,55%,53%, 7078738,9636289
5.4,27.0,24%,40%, 20706452,27506452
5.7,48.0,46%,39%, 9489829,21947209
4.9,35.0,30%,63%, 33392973,39421467
6.5,62.0,75%,62%, 64014,411567
7.3,83.0,94%,83%, 1044039,6795663
5.0,69.0,76%,29%, 43073,43073
4.8,27.0,12%,27%, 29580087,85280250
6.2,44.0,51%,43%, 33601190,62695489
7.6,77.0,85%,81%, 9176000,24964890
5.8,33.0,12%,54%, 1069334,4372642
6.1,59.0,81%,56%, 13500,13500
7.6,68.0,82%,77%, 176760185,481800873
6.4,58.0,64%,63%, 391963,2301430
6.2,46.0,33%,35%, 4833,4349187
5.6,63.0,72%,35%, 41034350,67738090
6.5,45.0,42%,64%, 103068524,274470394
4.9,33.0,20%,27%, 42779261,237382724
5.7,49.0,40%,37%, 2193658,4861022
6.7,60.0,62%,55%, 970816,7293705
6.7,40.0,31%,57%, 46000903,105200903
5.6,47.0,64%,46%, 11777,11777
7.2,58.0,66%,65%, 37738810,74188937
7.6,72.0,81%,82%, 251513985,543113985
5.0,58.0,48%,60%, 300531751,698491347
6.5,39.0,21%,67%, 60457138,99357138
5.0,,50%,63%, 515065,515065
4.3,18.0,5%,24%, 8840453,32443111
7.1,69.0,70%,70%, 2434652,9468530
5.7,36.0,26%,44%, 33035397,45735397
6.8,48.0,45%,55%, 48764,453708
6.2,28.0,16%,48%, 38362475,151783839
5.9,47.0,42%,55%, 38518613,59418613
6.1,83.0,91%,47%, 35556,35556
6.4,38.0,27%,53%, 89760956,440603537
5.4,46.0,31%,25%, 30212620,48668907
7.3,55.0,39%,47%, 144840419,353641895
7.1,60.0,79%,72%, 13414714,35626525
8.4,78.0,87%,90%, 448139099,1081041287
6.1,67.0,75%,48%, 133411,159852
7.1,49.0,63%,69%, 2968,473528
6.2,51.0,52%,55%, 65187603,197687603
6.3,48.0,51%,39%, 3075255,11702642
6.7,46.0,36%,61%, 50474843,78274843
7.0,66.0,72%,71%, 15436808,21011110
6.9,68.0,73%,68%, 62575678,99775678
5.8,56.0,42%,37%, 453377,457867
4.7,,14%,11%, 2560,26011
6.3,48.0,51%,55%, 58250803,274650803
5.7,39.0,22%,39%, 30441326,34942188
7.4,55.0,67%,66%, 27108272,130482868
6.6,44.0,44%,59%, 34296320,41296320
7.2,65.0,80%,75%, 1095369,12395087
5.8,45.0,45%,44%, 10938134,16405171
6.4,45.0,28%,42%, 105095,8106475
8.8,74.0,87%,91%, 292576195,829895144
5.9,30.0,10%,62%, 162001186,271430189
5.4,39.0,20%,38%, 6399,128471
6.7,65.0,81%,67%, 166980,867714
6.4,57.0,54%,45%, 5133027,19633027
7.0,60.0,71%,67%, 62495645,127869379
5.6,31.0,18%,39%, 44875481,55583804
6.6,64.0,78%,60%, 119219978,170432927
6.0,40.0,27%,59%, 325100054,746846894
5.7,63.0,47%,22%, 24449754,55003890
6.5,41.0,36%,46%, 3310031,5072654
7.1,58.0,65%,71%, 75624550,120081841
6.9,47.0,43%,53%, 25020758,93920758
8.1,90.0,97%,85%, 154058340,375209362
4.2,30.0,9%,42%, 33644788,83761844
8.1,74.0,81%,87%, 61002302,122126687
6.0,53.0,48%,53%, 68224452,187361754
4.6,22.0,3%,17%, 3669,25603
7.3,69.0,86%,81%, 327481748,700449318
6.2,45.0,22%,52%, 139854287,376141306
5.8,41.0,45%,59%, 103860290,335260290
7.9,72.0,89%,84%, 161197785,201634991
6.2,42.0,35%,55%, 352390543,1123794079
7.2,90.0,94%,76%, 6531503,13796834
6.9,47.0,31%,79%, 4550,4550
5.9,50.0,45%,61%, 64006466,150406466
7.0,45.0,55%,61%, 382946,449702
5.3,37.0,25%,31%, 12139,491154
7.6,80.0,96%,85%, 171243005,252276927
7.1,40.0,27%,69%, 19068240,56032889
5.1,43.0,14%,21%, 106524,123820
6.1,50.0,32%,73%, 37729698,37747016
5.7,22.0,3%,32%, 183920,2566717
7.7,72.0,84%,89%, 228778661,467365246
6.2,41.0,18%,58%, 134938200,154468902
6.4,49.0,57%,56%, 42025135,98337295
6.4,44.0,33%,52%, 254464305,586764305
7.2,62.0,78%,79%, 46412041,136836156
5.8,40.0,26%,40%, 3614896,5042014
6.6,54.0,50%,62%, 45819713,67450815
5.8,28.0,18%,43%, 25702053,32005248
3.5,28.0,7%,18%, 24554,24554
7.1,50.0,61%,67%, 1188194,1188194
5.1,30.0,5%,38%, 19075290,71154592
6.3,67.0,71%,48%, 1785645,13936909
7.3,67.0,78%,78%, 4439201,8457613
5.4,58.0,50%,21%, 1810078,9479718
6.4,51.0,65%,52%, 52000688,127233108
4.5,48.0,49%,51%, 7018189,7454185
5.9,40.0,42%,52%, 53692,1451465
6.2,51.0,53%,36%, 356582,1585582
6.7,61.0,71%,69%, 132556852,414828246
7.1,69.0,92%,76%, 46462469,147419472
5.7,40.0,25%,47%, 20396829,68896829
6.5,61.0,75%,64%, 20157300,24740061
8.0,65.0,85%,90%, 363070709,782612155
7.3,80.0,92%,74%, 3205706,19722766
6.4,44.0,43%,49%, 23240020,35626958
4.1,18.0,3%,24%, 4936819,9627492
6.9,63.0,72%,71%, 143619809,483866518
6.3,64.0,72%,59%, 18302607,41002607
6.4,37.0,27%,60%, 31162545,48190704
5.8,41.0,34%,54%, 65422625,303025485
6.3,61.0,65%,39%, 35606376,67876281
6.8,64.0,44%,32%, 18390117,59520298
6.0,25.0,29%,66%, 1647416,1647416
7.3,57.0,74%,80%, 103412758,306941670
7.0,64.0,73%,68%, 126477084,403354469
6.5,44.0,27%,42%, 25124966,56383756
7.2,74.0,91%,80%, 26692846,49871429
7.1,56.0,66%,67%, 34411,8373672
7.3,65.0,80%,81%, 268492764,743559607
7.7,96.0,96%,80%, 274092705,723192705
7.5,68.0,86%,83%, 137400141,319494638
7.4,52.0,51%,66%, 21148651,67448651
6.0,35.0,6%,36%, 21302340,38502340
7.0,65.0,87%,65%, 1044143,19152480
6.6,47.0,35%,67%, 51854875,56012642
6.2,56.0,56%,41%, 48390,60048
6.1,36.0,33%,57%, 55100437,149878437
6.5,66.0,74%,62%, 33245,405380
4.4,33.0,49%,25%, 181467,325113
5.5,37.0,17%,55%, 58060186,177856751
5.7,44.0,57%,59%, 29384,29384
5.5,43.0,48%,35%, 8525600,9322895
6.4,63.0,73%,53%, 237301,4242978
4.6,22.0,0%,48%, 3818664,6272403
6.5,59.0,78%,65%, 24252420,211952420
5.6,24.0,10%,42%, 45710178,136150434
6.2,70.0,86%,59%, 6861102,7728936
6.8,75.0,90%,76%, 169106725,288383523
6.6,75.0,90%,75%, 1024175,5824175
5.0,58.0,65%,31%, 763556,6063556
6.0,,93%,90%, 7137,7137
6.5,60.0,61%,45%, 53837,82993
4.1,20.0,5%,15%, 14693,14693
5.9,48.0,73%,47%, 6796,6796
7.6,48.0,56%,86%, 174340174,434993183
6.4,44.0,22%,46%, 16008272,29657751
5.7,40.0,44%,44%, 1029,27187375
6.3,39.0,25%,47%, 37081475,75450437
6.5,68.0,86%,61%, 9812,9812
6.3,52.0,71%,61%, 127440871,216972543
5.7,47.0,18%,36%, 1646788,1767963
6.8,60.0,66%,62%, 1969193,4552970
6.6,58.0,72%,53%, 71158,2219182
5.8,45.0,45%,33%, 693286,1353868
6.9,57.0,69%,70%, 117538559,209838559
5.4,44.0,47%,37%, 10721033,28931401
5.0,47.0,48%,27%, 21527,21527
8.0,88.0,94%,92%, 138797449,414242458
5.8,67.0,80%,41%, 18942396,33372606
7.2,82.0,99%,75%, 611709,10498657
6.7,52.0,55%,52%, 6840,6840
7.5,48.0,60%,77%, 186848418,543848418
5.9,35.0,9%,49%, 26627201,63327201
7.7,88.0,100%,78%, 215288866,434888866
6.5,85.0,86%,53%, 977772,1205257
6.5,51.0,51%,57%, 66528000,96262212
5.0,38.0,20%,59%, 1784763,13015764
6.1,34.0,27%,45%, 58884188,104884188
6.3,82.0,96%,59%, 7791,499389
6.0,52.0,30%,35%, 65014513,268175631
6.2,42.0,31%,49%, 150357137,242786137
6.4,65.0,73%,53%, 2711643,2820490
6.5,66.0,66%,51%, 89237,828284
7.2,81.0,85%,77%, 5790894,14311701
5.1,24.0,59%,39%, 54204,54204
7.8,83.0,93%,89%, 107100855,218791811
5.1,36.0,16%,22%, 30680,1091132
6.5,34.0,14%,48%, 9216,610986
5.6,53.0,58%,48%, 84752907,177512032
6.3,37.0,12%,48%, 583455,868439
5.9,33.0,14%,58%, 31165421,95396573
5.0,47.0,37%,31%, 20777061,45173154
5.7,27.0,4%,41%, 13103272,30962335
7.3,78.0,94%,81%, 5360274,19560274
7.6,82.0,93%,85%, 18335230,60738797
5.1,57.0,56%,33%, 3361,92748
6.5,66.0,74%,60%, 20275446,31083599
7.2,64.0,85%,79%, 1759252,1863506
4.2,18.0,6%,22%, 53261944,101758490
7.1,,40%,80%, 110289,110289
6.2,74.0,82%,62%, 841733,1043262
8.1,,92%,86%, 3108485,5192743
7.0,48.0,36%,49%, 13843771,59389433
5.9,42.0,24%,54%, 50316123,91244913
6.9,64.0,81%,80%, 72286779,95415285
6.4,33.0,19%,59%, 103028109,214945591
4.4,26.0,16%,18%, 21393620,66821036
5.7,,50%,84%, 318121,318121
6.2,35.0,22%,34%, 3519,36145
6.6,40.0,32%,52%, 18620000,46221189
7.8,71.0,85%,87%, 102515793,232617430
7.2,72.0,75%,74%, 79884879,177584879
7.4,68.0,79%,78%, 84351197,145051197
6.2,72.0,80%,54%, 391674,416498
6.4,76.0,78%,50%, 5704709,27462041
6.1,44.0,26%,49%, 15951040,83672673
6.7,69.0,100%,78%, 35412,35412
2.5,,11%,18%, 1076443,2454414
5.3,46.0,24%,29%, 48475290,69721966
5.5,52.0,66%,31%, 5206,51017
5.6,31.0,13%,41%, 31611916,44287131
6.1,41.0,36%,41%, 35608245,72008245
5.8,41.0,28%,48%, 122523060,375740705
5.7,41.0,23%,47%, 41152203,84384002
6.8,43.0,27%,62%, 538690,3338690
7.0,56.0,53%,70%, 241410378,758410378
6.9,60.0,81%,73%, 66380662,116980662
5.3,57.0,89%,80%, 36578,408680
6.3,56.0,56%,40%, 36343858,119942387
6.5,40.0,28%,72%, 70012847,81275130
5.4,64.0,79%,42%, 78396,1178831
3.4,21.0,9%,22%, 17062499,30734502
7.3,66.0,77%,83%, 209837675,626137675
7.0,65.0,72%,65%, 2436633,5578519
7.0,53.0,45%,75%, 43853424,47088990
6.3,31.0,25%,56%, 54760791,156491279
7.8,81.0,88%,88%, 70259870,133440870
6.4,62.0,67%,54%, 54333290,127730736
5.7,22.0,7%,45%, 54544638,142044638
5.3,22.0,2%,42%, 26414527,36897094
6.1,55.0,60%,46%, 83566,2104689
6.8,64.0,79%,61%, 51580236,77278331
6.7,57.0,56%,48%, 3014696,5634828
6.0,61.0,66%,42%, 633210,1653792
5.7,37.0,41%,37%, 779188,10635126
7.9,94.0,93%,82%, 6739492,19851452
4.7,34.0,12%,23%, 3010,921752
5.4,50.0,36%,39%, 10130219,10702246
5.9,36.0,20%,82%, 243616,243616
6.7,49.0,45%,63%, 57011521,234989584
7.7,81.0,93%,83%, 56817045,151119219
5.8,45.0,44%,52%, 27000,27000
6.8,43.0,31%,63%, 125014030,196114570
4.7,34.0,22%,20%, 28848693,56722693
6.3,40.0,22%,38%, 75143,120823
5.9,42.0,34%,50%, 37519139,116471580
5.8,59.0,69%,46%, 100370,101729
6.5,59.0,51%,54%, 47382068,82966152
7.1,76.0,87%,74%, 5354039,19504039
4.3,24.0,12%,51%, 133110742,342695435
6.5,59.0,43%,44%, 37306030,84920539
5.3,40.0,27%,38%, 47387723,183887723
6.0,34.0,18%,43%, 27367660,146936910
6.7,81.0,87%,60%, 13960394,24270399
4.2,53.0,42%,26%, 100478608,132675864
6.3,,60%,61%, 1288549,2942554
5.9,38.0,20%,44%, 55750480,110387072
6.6,51.0,54%,79%, 91547205,96070507
6.4,51.0,38%,60%, 5571497,6972226
6.1,49.0,45%,40%, 37053924,40547440
5.8,50.0,63%,52%, 42587643,157887643
6.3,44.0,57%,56%, 234911825,493311825
7.0,72.0,88%,72%, 56003051,107139399
6.0,71.0,82%,66%, 135809,135809
6.3,71.0,80%,49%, 16311571,22939027
6.5,56.0,38%,63%, 204232,204232
5.2,32.0,30%,30%, 103144286,389681935
7.2,45.0,32%,70%, 6002756,6633207
7.0,42.0,33%,86%, 34522221,35185884
4.0,22.0,19%,22%, 18877153,40136479
5.4,45.0,48%,31%, 69136,3150720
6.3,46.0,38%,45%, 8305970,160078586
6.1,43.0,22%,34%, 17186,108139
6.6,48.0,75%,55%, 54731865,102731865
6.7,53.0,37%,51%, 37520095,173930596
6.4,60.0,70%,51%, 24816118,25804448
6.9,62.0,69%,73%, 218815487,549368315
5.7,56.0,57%,58%, 37295394,37710610
5.8,70.0,74%,35%, 972512,1567905
6.8,57.0,67%,57%, 19996,2343302
5.6,39.0,25%,30%, 1242,595268
6.4,58.0,57%,44%, 59650222,179379533
7.8,76.0,91%,90%, 177002924,621537519
5.9,37.0,83%,59%, 137921,3696232
5.7,37.0,27%,49%, 83670083,301970083
7.0,56.0,65%,68%, 36457627,38307627
6.4,40.0,40%,65%, 45290318,73100172
5.6,34.0,16%,45%, 50701325,113231078
7.0,72.0,81%,75%, 127004179,260095986
6.5,41.0,32%,57%, 28795985,60795985
7.2,51.0,54%,67%, 42629776,65663276
7.9,89.0,95%,87%, 44671682,133432856
5.5,43.0,20%,34%, 304318,2106557
6.2,42.0,23%,51%, 759,117754
6.4,45.0,28%,67%, 36665854,69015854
6.5,37.0,93%,91%, 1359910,1362018
6.6,50.0,49%,54%, 573335,1474471
8.0,67.0,86%,89%, 17742948,33384127
5.0,58.0,57%,34%, 5460,369179
6.9,67.0,97%,80%, 201151353,542351353
6.8,76.0,90%,71%, 3603484,12597262
6.4,35.0,31%,46%, 29807260,44907260
4.4,12.0,9%,16%, 7886,1675381
5.4,37.0,25%,47%, 9409538,11417362
4.0,31.0,25%,21%, 6141,6141
6.9,65.0,72%,77%, 101802906,411002906
5.8,38.0,18%,53%, 44922302,55668698
3.4,18.0,4%,29%, 36661504,80547866
6.6,49.0,37%,62%, 161321843,877244782
7.3,50.0,50%,70%, 117723989,351723989
7.0,67.0,91%,76%, 2450867,20423628
6.6,38.0,33%,57%, 32363404,49263404
7.4,85.0,92%,81%, 1730296,3099314
8.5,57.0,75%,93%, 10198820,426588510
7.5,64.0,72%,77%, 137690172,582890172
4.3,19.0,14%,9%, 38898,1572040
6.5,56.0,76%,67%, 153707064,346864462
6.8,58.0,70%,60%, 1714221,12077441
6.1,49.0,48%,36%, 9747,3926386
5.8,65.0,86%,68%, 454121,555511
3.6,31.0,10%,16%, 508714,533235
5.5,31.0,16%,55%, 7791979,15391979
7.3,62.0,75%,85%, 368065385,970766005
6.4,58.0,65%,56%, 12241122,16373843
5.7,39.0,26%,49%, 90288712,239258712
7.2,61.0,71%,66%, 2547047,27603069
5.7,50.0,37%,39%, 37134215,41863726
4.6,40.0,29%,31%, 636706,636706
6.2,54.0,61%,58%, 66954149,100654149
5.3,52.0,37%,49%, 9177065,9307065
6.2,66.0,82%,50%, 97685686,140705322
6.7,34.0,13%,67%, 71349120,97594140
7.0,69.0,85%,71%, 64575175,126636097
7.1,84.0,94%,72%, 4563650,86758912
5.4,32.0,28%,23%, 9233,554953
5.3,50.0,44%,32%, 18464,638274
5.7,44.0,31%,65%, 30932113,31158113
5.8,42.0,41%,40%, 54767494,114501299
5.1,30.0,11%,47%, 25888412,34588412
6.3,52.0,54%,41%, 12639297,23119442
3.7,24.0,14%,22%, 376512,8518634
7.1,82.0,91%,76%, 6854611,6918591
4.5,56.0,57%,47%, 303877,1203699
7.6,81.0,95%,86%, 484592,1192003
7.3,79.0,85%,75%, 1879534,7609187
7.1,49.0,53%,62%, 12434778,12558931
6.1,46.0,46%,44%, 8464,355688
6.7,32.0,23%,79%, 5357328,5396618
7.2,72.0,79%,75%, 3909002,17693675
5.6,44.0,26%,30%, 30905,48041
6.3,41.0,37%,40%, 3242457,15447154
6.7,62.0,79%,61%, 1987762,3665069
7.4,68.0,84%,84%, 21506546,23198652
6.3,32.0,44%,48%, 3703046,16137046
8.0,49.0,60%,85%, 216428042,903655259
5.5,,71%,51%, 1216258,28775262
7.0,57.0,64%,76%, 17571660,26127965
6.6,51.0,62%,65%, 61737191,125537191
5.1,57.0,46%,30%, 1165882,1544989
7.2,,80%,67%, 440525,633679
5.9,,100%,Nan, 1532,1532
6.1,57.0,49%,52%, 155332381,396592829
6.3,45.0,39%,41%, 20180155,34854990
6.7,72.0,83%,66%, 1636190,3242802
4.9,38.0,17%,32%, 9662284,30551495
6.5,45.0,52%,39%, 42472,2415472
7.8,84.0,93%,86%, 45512466,68263166
6.2,36.0,30%,36%, 52624,13551174
6.1,38.0,36%,49%, 6842058,9929706
7.1,43.0,35%,73%, 64508620,205736628
5.9,48.0,39%,63%, 595018,595018
5.5,35.0,8%,25%, 335359,21766271
7.2,,73%,87%, 1005800,1034448
5.8,61.0,54%,46%, 3491669,3566225
5.1,23.0,80%,91%, 6700035,43084060
6.2,59.0,52%,50%, 67544505,88058786
3.5,11.0,0%,58%, 1558836,1558836
